2021|2|"1570052"|"2111404"|49|21
2021|2|"1570052"|"2172102"|70|21
2021|2|"1570052"|"2172204"|98|21
2021|2|"1570052"|"2191103"|126|21
2021|2|"1570052"|"1121106"|210|21
2021|2|"1570052"|"8111102"|42|21
2021|2|"1570074"|"2111404"|30,8|21
2021|2|"1570074"|"8111102"|42|21
2021|2|"1570117"|"2111404"|35|21
2021|2|"1570117"|"1121106"|154|21
2021|2|"1570117"|"8111102"|42|21
2021|2|"1570150"|"2111203"|105|19
2021|2|"1570150"|"2111204"|133|19
2021|2|"1570150"|"2111402"|91|19
2021|2|"1570150"|"2111403"|109,2|19
2021|2|"1570150"|"2111503"|111,99|19
2021|2|"1570150"|"2111507"|91|19
2021|2|"1570150"|"2112101"|98|19
2021|2|"1570150"|"2112102"|105|19
2021|2|"1570150"|"2112201"|126|19
2021|2|"1570150"|"2112202"|168|19
2021|2|"1570150"|"2112203"|210,7|19
2021|2|"1570150"|"2112301"|105|19
2021|2|"1570150"|"2113101"|80,5|19
2021|2|"1570150"|"2113102"|98|19
2021|2|"1570150"|"2113301"|84|19
2021|2|"1570150"|"2113302"|77|19
2021|2|"1570150"|"2113402"|105|19
2021|2|"1570150"|"2125104"|86,8|19
2021|2|"1570150"|"2125211"|69,99|19
2021|2|"1570150"|"2125302"|222,6|19
2021|2|"1570150"|"2125303"|175|19
2021|2|"1570150"|"2131101"|441|19
2021|2|"1570150"|"2131201"|210|19
2021|2|"1570150"|"2132101"|109,9|19
2021|2|"1570150"|"2132102"|109,2|19
2021|2|"1570150"|"2152104"|217|19
2021|2|"1570150"|"2152105"|404,6|19
2021|2|"1570150"|"2162101"|109,2|19
2021|2|"1570150"|"2162103"|95,2|19
2021|2|"1570150"|"2162201"|51,8|19
2021|2|"1570150"|"2162202"|105|19
2021|2|"1570150"|"2162203"|151,2|19
2021|2|"1570150"|"2162205"|147|19
2021|2|"1570150"|"2162206"|98,56|19
2021|2|"1570150"|"2171101"|96,6|19
2021|2|"1570150"|"2171201"|210|19
2021|2|"1570150"|"2171202"|210|19
