1121106 | 1570045 | 2021/ 4 | 21 | 168.00 
1121106 | 1570045 | 2021/ 5 | 21 | 168.00 
1121106 | 1570052 | 2021/ 2 | 21 | 210.00 
1121106 | 1570052 | 2021/ 3 | 21 | 210.00 
1121106 | 1570052 | 2021/ 4 | 21 | 252.00 
1121106 | 1570052 | 2021/ 5 | 21 | 252.00 
1121106 | 1570117 | 2021/ 2 | 21 | 154.00 
1121106 | 1570117 | 2021/ 3 | 21 | 154.00 
1121106 | 1570117 | 2021/ 4 | 21 | 140.00 
1121106 | 1570117 | 2021/ 5 | 21 | 140.00 
1121106 | 1570186 | 2021/ 4 | 21 | 210.00 
1121106 | 1570186 | 2021/ 5 | 21 | 210.00 
1121106 | 1570188 | 2021/ 2 | 21 | 154.00 
1121106 | 1570188 | 2021/ 3 | 21 | 154.00 
1121106 | 1570188 | 2021/ 4 | 21 | 140.00 
1121106 | 1570188 | 2021/ 5 | 21 | 140.00 
1121106 | 1570334 | 2021/ 2 | 21 | 140.00 
1121106 | 1570334 | 2021/ 3 | 21 | 140.00 
1121106 | 1570334 | 2021/ 4 | 21 | 168.00 
1121106 | 1570334 | 2021/ 5 | 21 | 168.00 
1121106 | 1573657 | 2021/ 3 | 21 | 154.00 
1121106 | 1573657 | 2021/ 4 | 21 | 154.00 
1121106 | 1573657 | 2021/ 5 | 21 | 154.00 
1121106 | 1573797 | 2021/ 3 | 21 | 182.00 
1121106 | 1573797 | 2021/ 5 | 21 | 210.00 
2111203 | 1570150 | 2021/ 2 | 19 | 105.00 
2111203 | 1570150 | 2021/ 3 | 19 | 119.00 
2111203 | 1570207 | 2021/ 2 | 19 | 135.38 
2111203 | 1570207 | 2021/ 4 | 19 | 148.93 
2111203 | 1570207 | 2021/ 5 | 19 | 148.93 
2111203 | 1570228 | 2021/ 2 | 19 | 135.38 
2111203 | 1570228 | 2021/ 3 | 19 | 148.93 
2111203 | 1570228 | 2021/ 4 | 19 | 148.93 
2111203 | 1570228 | 2021/ 5 | 19 | 148.93 
2111203 | 1570230 | 2021/ 2 | 19 | 98.00 
2111203 | 1570230 | 2021/ 4 | 19 | 112.00 
2111203 | 1570230 | 2021/ 5 | 19 | 112.00 
2111203 | 1570336 | 2021/ 5 | 19 | 112.00 
2111203 | 1571314 | 2021/ 2 | 19 | 84.00 
2111203 | 1571314 | 2021/ 3 | 19 | 97.99 
2111203 | 1571314 | 2021/ 4 | 19 | 111.99 
2111203 | 1571314 | 2021/ 5 | 19 | 111.99 
2111203 | 1571315 | 2021/ 4 | 19 | 105.00 
2111203 | 1571664 | 2021/ 2 | 19 | 84.00 
2111203 | 1571664 | 2021/ 4 | 19 | 84.00 
2111203 | 1571814 | 2021/ 3 | 19 | 88.41 
2111203 | 1571814 | 2021/ 4 | 19 | 95.90 
